"","x","group"
"1",-0.961933415919883,"G1"
"2",-0.292525722878467,"G1"
"3",0.258788216241251,"G1"
"4",-1.15213188591513,"G1"
"5",0.195782826286375,"G1"
"6",0.0301239446016315,"G1"
"7",0.0854177316122717,"G1"
"8",1.11661021271527,"G1"
"9",-1.21885741557799,"G1"
"10",1.26736872208989,"G1"
"11",-0.744781596135141,"G1"
"12",-1.13121857083574,"G1"
"13",-0.716358490032977,"G1"
"14",0.252652369646215,"G1"
"15",0.152045706655596,"G1"
"16",-0.30765642967842,"G1"
"17",-0.953017330908122,"G1"
"18",-0.64824281144847,"G1"
"19",1.22431362428059,"G1"
"20",0.19981160798297,"G1"
"21",-0.578483721859972,"G1"
"22",-0.942300733477539,"G1"
"23",-0.203728179661995,"G1"
"24",-1.66647484003016,"G1"
"25",-0.484455109150991,"G1"
"26",-0.741072660721595,"G1"
"27",1.16061577924134,"G1"
"28",1.01206712493423,"G1"
"29",-0.0720784740865598,"G1"
"30",-1.13678229809932,"G1"
"31",0.90062472898267,"G1"
"32",0.851770447092221,"G1"
"33",0.72771517415448,"G1"
"34",0.73650214568861,"G1"
"35",-0.352129616945692,"G1"
"36",0.705515513485513,"G1"
"37",1.30035798873208,"G1"
"38",0.0382520141442711,"G1"
"39",-0.979283769996278,"G1"
"40",0.793761230872534,"G1"
"41",0.786506872009449,"G1"
"42",-0.3104631309593,"G1"
"43",1.6988848455591,"G1"
"44",-0.794593708549281,"G1"
"45",0.348437716180028,"G1"
"46",-2.26540107351778,"G1"
"47",-0.162205279028246,"G1"
"48",1.13086499145889,"G1"
"49",-0.455545976260457,"G1"
"50",-0.899166315538872,"G1"
"51",0.726838901731248,"G1"
"52",-0.809440901865235,"G1"
"53",0.267085115955233,"G1"
"54",-1.73726371053359,"G1"
"55",-1.41142513580887,"G1"
"56",-0.453551226778487,"G1"
"57",-1.03549127536806,"G1"
"58",1.36214289325928,"G1"
"59",0.917456736975022,"G1"
"60",-0.785142161076832,"G1"
"61",0.573518173147265,"G1"
"62",0.918196207737772,"G1"
"63",0.256287272985725,"G1"
"64",0.351966555937571,"G1"
"65",1.1743373570956,"G1"
"66",-0.480846375289203,"G1"
"67",-0.418829722135601,"G1"
"68",0.955112803220351,"G1"
"69",-1.28900661094787,"G1"
"70",0.186197433075043,"G1"
"71",-0.0313255019472277,"G1"
"72",0.46709730984657,"G1"
"73",1.02419767420456,"G1"
"74",0.267358452234395,"G1"
"75",0.2318261028602,"G1"
"76",0.747592464522409,"G1"
"77",1.21706851052422,"G1"
"78",0.383358345168268,"G1"
"79",-0.988052821592123,"G1"
"80",-0.156852910196835,"G1"
"81",1.73553521624809,"G1"
"82",-0.352298305500082,"G1"
"83",0.68864004412573,"G1"
"84",1.22440609580274,"G1"
"85",0.794296303303488,"G1"
"86",-0.00640239842172925,"G1"
"87",0.219150635166991,"G1"
"88",-0.886463751005381,"G1"
"89",0.439760291371926,"G1"
"90",-0.886389750665543,"G1"
"91",-0.853818454354972,"G1"
"92",-0.989994330748501,"G1"
"93",-0.650877736923895,"G1"
"94",1.05394666049401,"G1"
"95",-0.39087803343083,"G1"
"96",-0.0705863936100801,"G1"
"97",-0.462050809497045,"G1"
"98",0.540908266990262,"G1"
"99",0.931634970926501,"G1"
"100",-0.209274345208391,"G1"
"101",0.61735004847214,"G1"
"102",-0.40507751269335,"G1"
"103",1.05310376278932,"G1"
"104",0.602284246232936,"G1"
"105",1.01746117679617,"G1"
"106",0.608167318012025,"G1"
"107",0.206735995446507,"G1"
"108",-1.89772729179401,"G1"
"109",-0.68258283167826,"G1"
"110",0.48133841544876,"G1"
"111",-0.46303103800246,"G1"
"112",-0.279741695780017,"G1"
"113",-0.413690144551152,"G1"
"114",1.61876652099431,"G1"
"115",-0.721055710863809,"G1"
"116",-0.453093157328089,"G1"
"117",0.014257160811718,"G1"
"118",0.215764621195314,"G1"
"119",0.188870195293106,"G1"
"120",-0.0501484943351056,"G1"
"121",-1.49541963191881,"G1"
"122",0.367837752833598,"G1"
"123",0.517144022175576,"G1"
"124",-0.484335465051033,"G1"
"125",0.67485561592317,"G1"
"126",-0.762448605232066,"G1"
"127",0.386073790838167,"G1"
"128",-0.664003344642473,"G1"
"129",-1.72434419515427,"G1"
"130",1.15631907930311,"G1"
"131",0.693506589871361,"G1"
"132",0.143156356167511,"G1"
"133",1.4928135601807,"G1"
"134",-1.6321534789575,"G1"
"135",0.12784602334533,"G1"
"136",-2.40366372713006,"G1"
"137",1.44392825556698,"G1"
"138",-0.878893050307905,"G1"
"139",-1.30643832721565,"G1"
"140",-0.877198992586869,"G1"
"141",-1.16438045948955,"G1"
"142",-1.98234768005538,"G1"
"143",-0.989944234863605,"G1"
"144",-0.151684601165901,"G1"
"145",0.912506790648764,"G1"
"146",0.407669808244511,"G1"
"147",-1.24218437520505,"G1"
"148",-0.642694411890814,"G1"
"149",1.93024368882515,"G1"
"150",0.410199364014196,"G1"
"151",-1.29134932097171,"G1"
"152",2.63504537476528,"G1"
"153",0.487072288230247,"G1"
"154",0.853892317945874,"G1"
"155",1.08844270545127,"G1"
"156",0.226013957088833,"G1"
"157",0.0681988375620624,"G1"
"158",-0.984815532656021,"G1"
"159",-1.31085442184374,"G1"
"160",2.46405533523018,"G1"
"161",-0.665428069861069,"G1"
"162",0.912862648022626,"G1"
"163",0.964664226289364,"G1"
"164",1.6080029371317,"G1"
"165",1.83539952490215,"G1"
"166",0.702462733244536,"G1"
"167",1.21785407875396,"G1"
"168",-1.12365382914625,"G1"
"169",0.668330115539322,"G1"
"170",1.21641148833652,"G1"
"171",0.23457535394817,"G1"
"172",-0.418696587502387,"G1"
"173",0.238220089961787,"G1"
"174",-0.550588192070412,"G1"
"175",-0.500602768521941,"G1"
"176",1.1638974920419,"G1"
"177",2.15553695442591,"G1"
"178",-1.7091570091025,"G1"
"179",-1.60082261512345,"G1"
"180",-1.0385534134627,"G1"
"181",0.323094220611287,"G1"
"182",-0.888847153735171,"G1"
"183",0.3936789818851,"G1"
"184",0.236541468066941,"G1"
"185",-0.430496813486944,"G1"
"186",-0.547933126335118,"G1"
"187",-1.32225165883552,"G1"
"188",0.682126749381193,"G1"
"189",2.16278948153203,"G1"
"190",-0.416669649292736,"G1"
"191",-1.35731789692656,"G1"
"192",-0.671226461919544,"G1"
"193",0.649918243452913,"G1"
"194",0.771291174771078,"G1"
"195",2.676631927184,"G1"
"196",-1.37087142125381,"G1"
"197",0.0577591454957988,"G1"
"198",-0.197067508167649,"G1"
"199",-1.2615176255222,"G1"
"200",-0.662442561636517,"G1"
"201",1.66764767551762,"G2"
"202",3.27732362078604,"G2"
"203",4.08553384891352,"G2"
"204",1.35728151052673,"G2"
"205",2.54281974155839,"G2"
"206",4.46117184545249,"G2"
"207",1.3274673976425,"G2"
"208",4.56109599643857,"G2"
"209",1.50662935217775,"G2"
"210",1.81755085941198,"G2"
"211",2.64341311903421,"G2"
"212",2.08435987538179,"G2"
"213",3.84948548504269,"G2"
"214",2.51039276188876,"G2"
"215",3.72798321018935,"G2"
"216",2.38068678130686,"G2"
"217",3.34373554296197,"G2"
"218",4.81362540071179,"G2"
"219",4.45322682994325,"G2"
"220",3.4124294429869,"G2"
"221",3.20197595937427,"G2"
"222",4.6843468984371,"G2"
"223",2.03517552206568,"G2"
"224",3.66215519424467,"G2"
"225",2.44665600600363,"G2"
"226",5.4442052305831,"G2"
"227",2.69537016360827,"G2"
"228",2.88263013147842,"G2"
"229",3.96942878718215,"G2"
"230",3.59093962994261,"G2"
"231",1.79104159847662,"G2"
"232",2.69807157659428,"G2"
"233",3.40126047515306,"G2"
"234",1.31163175860183,"G2"
"235",2.287007528622,"G2"
"236",2.74569966334023,"G2"
"237",1.99843317152854,"G2"
"238",2.07589964643781,"G2"
"239",3.44024556895645,"G2"
"240",2.67318338905052,"G2"
"241",2.72552412467571,"G2"
"242",4.28414205886945,"G2"
"243",3.30421177658666,"G2"
"244",4.27368265590132,"G2"
"245",4.03344793223843,"G2"
"246",3.66538415614244,"G2"
"247",2.68667189141485,"G2"
"248",3.46407668532311,"G2"
"249",3.47860585981237,"G2"
"250",5.536235794746,"G2"
"251",2.46493691464288,"G2"
"252",4.36810622208781,"G2"
"253",3.14184429012826,"G2"
"254",2.21718503106124,"G2"
"255",4.8815187328925,"G2"
"256",3.55292286464722,"G2"
"257",1.15514341656296,"G2"
"258",2.44969208630647,"G2"
"259",2.97398524137445,"G2"
"260",0.840749638419777,"G2"
"261",4.77060008042958,"G2"
"262",3.76047348225988,"G2"
"263",2.51545715398866,"G2"
"264",2.52723610072989,"G2"
"265",3.3316720746356,"G2"
"266",2.02769920243228,"G2"
"267",2.46875579060525,"G2"
"268",3.06203674015253,"G2"
"269",3.10352998799615,"G2"
"270",4.16979932885033,"G2"
"271",3.39418920111985,"G2"
"272",2.86589763861161,"G2"
"273",2.62012443418451,"G2"
"274",4.27866658154378,"G2"
"275",2.30066769053491,"G2"
"276",3.56425052563517,"G2"
"277",3.30294195582072,"G2"
"278",3.2154411567731,"G2"
"279",3.92100299932178,"G2"
"280",2.11244810765818,"G2"
"281",2.99710698603056,"G2"
"282",2.80482637577338,"G2"
"283",0.765321098755367,"G2"
"284",3.47832298496903,"G2"
"285",4.62269201540157,"G2"
"286",1.80392591445619,"G2"
"287",4.65950916216534,"G2"
"288",3.20454543388287,"G2"
"289",4.38597585270859,"G2"
"290",2.14218820520001,"G2"
"291",3.68586207586862,"G2"
"292",2.41833746045536,"G2"
"293",2.31544709038112,"G2"
"294",3.37847292209572,"G2"
"295",4.31295740961512,"G2"
"296",3.31402152085536,"G2"
"297",2.49781482607947,"G2"
"298",4.25211460352075,"G2"
"299",2.69684462196931,"G2"
"300",3.8112318644448,"G2"
"301",1.74062120645912,"G2"
